customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,month
QI60335,Nevada,11308.47178,No,Basic,College,2011-01-12,Unemployed,F,0,Suburban,Single,66,4.0,83,0.0,2,Personal Auto,Personal L1,Offer3,Branch,316.8,Four-Door Car,Medsize,January
HR10835,Nevada,14566.09246,No,Extended,High School or Below,2011-02-11,Employed,M,52564,Rural,Married,122,33.0,28,0.0,2,Personal Auto,Personal L3,Offer2,Branch,42.131925,SUV,Medsize,February
QZ17137,Arizona,3330.672761,No,Extended,High School or Below,2011-02-05,Employed,F,45944,Rural,Married,83,20.0,4,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,182.948495,Two-Door Car,Medsize,February
ZH98656,Nevada,8593.866533,No,Basic,Master,2011-02-28,Employed,F,91276,Suburban,Married,105,,4,,4,Personal Auto,Personal L3,Offer1,Call Center,504.0,SUV,Large,February
RB34917,Arizona,5162.116944,No,Basic,Bachelor,2011-01-03,Unemployed,F,0,Suburban,Single,73,21.0,87,0.0,4,Personal Auto,Personal L2,Offer2,Branch,809.532341,Four-Door Car,Small,January
UD27196,Arizona,19685.40911,No,Extended,High School or Below,2011-01-22,Employed,M,51524,Suburban,Married,244,6.0,30,0.0,3,Personal Auto,Personal L2,Offer3,Branch,1171.2,Luxury Car,Small,January
OJ50322,Nevada,15762.60349,No,Premium,High School or Below,2011-01-21,Employed,M,39032,Suburban,Married,198,31.0,15,0.0,7,Personal Auto,Personal L3,Offer1,Call Center,950.4,SUV,Medsize,January
JE21522,California,9587.33234,No,Extended,Bachelor,2011-02-26,Employed,M,39266,Suburban,Married,80,,31,,2,Personal Auto,Personal L2,Offer4,Branch,384.0,Four-Door Car,Medsize,February
QM74621,Oregon,5272.319663,No,Extended,Bachelor,2011-01-27,Unemployed,M,0,Suburban,Single,80,9.0,69,0.0,7,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,January
QN37451,California,12767.23056,No,Basic,College,2011-01-29,Unemployed,M,0,Suburban,Single,189,28.0,90,0.0,5,Corporate Auto,Corporate L2,Offer1,Branch,2201.327879,Luxury Car,Medsize,January
HB67642,Arizona,34611.37896,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal L1,Offer2,Agent,523.2,Sports Car,Medsize,January
WC83553,Oregon,4874.216555,No,Basic,College,2011-02-09,Employed,M,92783,Rural,Married,61,1.0,47,0.0,6,Personal Auto,Personal L1,Offer2,Agent,6.671268,Two-Door Car,Medsize,February
VL97142,Oregon,26200.83423,No,Basic,College,2011-02-22,Employed,M,68507,Rural,Married,110,5.0,29,0.0,2,Personal Auto,Personal L2,Offer3,Agent,140.196942,SUV,Medsize,February
XZ64172,Oregon,10963.95723,Yes,Premium,High School or Below,2011-02-08,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,1324.8,Luxury SUV,Medsize,February
IJ18945,Washington,3094.320237,No,Extended,College,2011-01-04,Employed,F,20954,Suburban,Married,78,15.0,27,0.0,1,Special Auto,Special L1,Offer2,Agent,534.501024,Four-Door Car,Medsize,January
TN51356,Oregon,2450.880954,No,Basic,Bachelor,2011-02-21,Employed,M,82695,Urban,Divorced,62,10.0,39,0.0,1,Personal Auto,Personal L2,Offer3,Web,217.945243,Four-Door Car,Medsize,February
AA10041,California,7901.744238,No,Basic,High School or Below,2011-02-02,Unemployed,M,0,Suburban,Single,113,35.0,83,0.0,5,Personal Auto,Personal L3,Offer1,Call Center,1258.327804,,,February
NI44621,Oregon,9880.38582,No,Extended,Master,2011-01-03,Employed,F,36576,Rural,Married,125,11.0,73,1.0,3,Personal Auto,Personal L3,Offer1,Agent,113.450122,SUV,Medsize,January
GU33167,Oregon,5568.984683,No,Basic,College,2011-01-15,Employed,M,53997,Suburban,Married,69,26.0,3,0.0,3,Personal Auto,Personal L3,Offer1,Branch,345.158393,Four-Door Car,Medsize,January
CN91738,Oregon,2520.301352,No,Basic,Bachelor,2011-02-16,Employed,M,56228,Urban,Single,65,4.0,79,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,276.877348,Two-Door Car,Medsize,February
ZM31116,Arizona,7949.28426,No,Extended,Doctor,2011-01-06,Employed,M,63688,Suburban,Married,99,28.0,93,0.0,6,Personal Auto,Personal L2,Offer2,Branch,475.2,Four-Door Car,Medsize,January
KT46283,California,4686.469674,Yes,Basic,College,2011-02-12,Employed,M,58089,Suburban,Married,118,31.0,83,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Medsize,February
GD56260,Oregon,2863.04871,No,Basic,Master,2011-02-04,Employed,F,41077,Rural,Married,71,3.0,14,0.0,1,Personal Auto,Personal L3,Offer1,Agent,82.415457,Two-Door Car,Medsize,February
RO90746,California,17816.68242,No,Extended,High School or Below,2011-02-11,Employed,F,60192,Suburban,Married,220,17.0,87,0.0,7,Personal Auto,Personal L3,Offer3,Agent,1056.0,Luxury Car,Medsize,February
FP86246,California,13211.01092,No,Premium,Bachelor,2011-01-31,Employed,M,74656,Urban,Divorced,111,0.0,6,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,504.365927,,,January
EX13440,Oregon,29589.94128,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,108,29.0,74,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,777.6,SUV,Medsize,January
LC60153,California,12341.83389,No,Basic,Bachelor,2011-01-13,Employed,M,72503,Urban,Single,106,29.0,99,0.0,2,Personal Auto,Personal L2,Offer3,Agent,295.821353,SUV,Large,January
QO59138,Arizona,2590.214327,No,Basic,High School or Below,2011-01-24,Disabled,M,18746,Suburban,Married,68,21.0,93,0.0,1,Personal Auto,Personal L2,Offer2,Branch,326.4,Four-Door Car,Large,January
BJ26599,Oregon,4200.818894,No,Basic,Bachelor,2011-01-02,Retired,M,20263,Suburban,Single,63,31.0,2,0.0,7,Personal Auto,Personal L3,Offer1,Agent,373.454457,Four-Door Car,Small,January
IH54239,California,5089.694325,No,Basic,Master,2011-02-01,Employed,M,62474,Rural,Married,63,20.0,63,0.0,5,Personal Auto,Personal L3,Offer2,Branch,112.120881,Four-Door Car,Medsize,February
DR77989,California,4785.909313,No,Basic,College,2011-01-25,Unemployed,M,0,Urban,Divorced,68,16.0,12,0.0,7,Personal Auto,Personal L1,Offer1,Call Center,199.23876,Four-Door Car,Medsize,January
FB25242,Oregon,5686.915259,No,Basic,College,2011-01-15,Employed,M,63143,Suburban,Married,71,31.0,85,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,340.8,Four-Door Car,Medsize,January
XU43725,California,14070.63897,No,Extended,College,2011-01-16,Unemployed,F,0,Suburban,Single,127,0.0,71,0.0,2,Corporate Auto,Corporate L2,Offer1,Web,677.868206,SUV,Medsize,January
MN53151,Oregon,27937.75093,No,Basic,College,2011-02-05,Retired,M,13624,Suburban,Divorced,117,4.0,11,0.0,2,Personal Auto,Personal L1,Offer4,Agent,561.6,Sports Car,Medsize,February
LX95134,California,3674.56826,No,Extended,College,2011-02-01,Employed,F,84814,Suburban,Married,90,25.0,60,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,512.816507,Four-Door Car,Medsize,February
US23612,Oregon,9102.267849,No,Premium,High School or Below,2011-01-12,Disabled,F,26049,Rural,Married,118,17.0,6,0.0,6,Personal Auto,Personal L2,Offer1,Call Center,121.032372,Two-Door Car,Large,January
SR41132,California,30104.51969,No,Extended,High School or Below,2011-02-11,Unemployed,F,0,Suburban,Single,94,15.0,7,0.0,2,Corporate Auto,Corporate L3,Offer4,Branch,848.737364,Two-Door Car,Small,February
RM87465,Arizona,5780.182197,Yes,Basic,High School or Below,2011-02-26,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,February
DA26490,California,4920.492369,No,Basic,Bachelor,2011-02-13,Employed,M,21366,Suburban,Married,63,20.0,47,0.0,3,Personal Auto,Personal L2,Offer4,Branch,302.4,Two-Door Car,Small,February
IC70693,California,16068.34838,No,Basic,Bachelor,2011-01-23,Employed,F,70140,Suburban,Married,199,25.0,15,0.0,7,Corporate Auto,Corporate L3,Offer2,Web,955.2,Luxury Car,Medsize,January
KH59823,California,5489.214062,No,Extended,College,2011-01-10,Employed,M,50943,Suburban,Divorced,139,18.0,14,0.0,1,Special Auto,Special L2,Offer1,Branch,667.2,SUV,Medsize,January
JP35025,California,5714.165863,No,Basic,Master,2011-02-23,Disabled,F,23726,Suburban,Divorced,74,1.0,83,0.0,9,Corporate Auto,Corporate L1,Offer1,Call Center,355.2,Four-Door Car,Small,February
FD21881,Oregon,3011.766294,No,Extended,College,2011-02-14,Employed,M,77912,Suburban,Divorced,76,5.0,40,0.0,1,Personal Auto,Personal L3,Offer4,Agent,444.027215,Two-Door Car,Small,February
OH80943,California,2659.70565,Yes,Extended,College,2011-02-19,Unemployed,F,0,Suburban,Divorced,87,4.0,4,3.0,1,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,February
TC44716,California,21569.33731,No,Basic,Bachelor,2011-02-19,Retired,M,23909,Suburban,Single,119,21.0,86,0.0,2,Personal Auto,Personal L1,Offer1,Agent,571.2,,,February
RD47708,Oregon,3978.665051,No,Extended,College,2011-02-04,Employed,M,39101,Rural,Married,99,34.0,24,0.0,1,Personal Auto,Personal L3,Offer3,Branch,167.174678,Four-Door Car,Medsize,February
DK20428,Oregon,2619.865336,No,Basic,Bachelor,2011-02-19,Employed,M,26094,Rural,Married,67,16.0,84,0.0,1,Personal Auto,Personal L1,Offer4,Branch,2.028223,Two-Door Car,Medsize,February
NK53938,Oregon,2599.968438,No,Basic,Master,2011-01-01,Employed,M,45181,Suburban,Married,65,21.0,68,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,312.0,Four-Door Car,Medsize,January
LX74249,Oregon,2938.814981,No,Basic,Bachelor,2011-02-28,Employed,F,96765,Urban,Married,72,28.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,216.01091,Two-Door Car,Medsize,February
BF45697,California,5670.132321,No,Basic,College,2011-01-14,Employed,M,83086,Urban,Married,71,1.0,43,3.0,3,Personal Auto,Personal L3,Offer3,Agent,320.486645,Four-Door Car,Medsize,January
TI58610,Arizona,2996.889929,No,Basic,Master,2011-02-15,Employed,F,51199,Suburban,Divorced,74,19.0,52,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,355.2,Four-Door Car,Small,February
UY95530,California,8658.863813,Yes,Basic,College,2011-02-07,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Personal Auto,Personal L2,Offer2,Agent,400.181882,Sports Car,Medsize,February
UQ54273,California,11790.49617,Yes,Basic,College,2011-01-03,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,January
FX55409,Oregon,8229.240991,No,Basic,Master,2011-01-14,Unemployed,F,0,Urban,Married,109,5.0,63,0.0,3,Personal Auto,Personal L2,Offer3,Web,298.636534,,,January
CM61827,Oregon,3090.034104,No,Extended,Bachelor,2011-01-25,Unemployed,M,0,Suburban,Single,90,7.0,79,0.0,1,Personal Auto,Personal L2,Offer3,Agent,648.0,Two-Door Car,Small,January
YK92213,Oregon,5060.303189,No,Extended,Doctor,2011-01-21,Unemployed,M,0,Urban,Married,138,23.0,76,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,570.777441,Sports Car,Medsize,January
BR22486,California,5039.435344,No,Basic,College,2011-02-27,Employed,F,82940,Suburban,Single,63,12.0,56,0.0,3,Personal Auto,Personal L2,Offer3,Agent,332.847984,Four-Door Car,Medsize,February
DM95829,California,2523.959554,No,Basic,College,2011-02-24,Medical Leave,M,16244,Suburban,Married,68,,85,,1,Personal Auto,Personal L3,Offer4,Call Center,623.223617,Two-Door Car,Medsize,February
ZZ44902,Arizona,12692.67092,No,Premium,High School or Below,2011-01-25,Employed,M,40117,Suburban,Married,108,6.0,55,0.0,2,Personal Auto,Personal L1,Offer3,Agent,750.082794,Two-Door Car,Small,January
IH43245,Nevada,7599.895827,No,Extended,College,2011-02-09,Employed,M,52113,Suburban,Divorced,97,14.0,85,0.0,6,Corporate Auto,Corporate L3,Offer1,Agent,465.6,Four-Door Car,Medsize,February
CW98743,California,2554.033928,No,Basic,College,2011-02-05,Employed,F,22538,Suburban,Married,64,6.0,67,0.0,1,Personal Auto,Personal L3,Offer4,Agent,423.787608,Four-Door Car,Medsize,February
HG32616,Nevada,5295.741716,No,Extended,High School or Below,2011-02-25,Employed,M,50200,Urban,Divorced,135,23.0,98,0.0,1,Personal Auto,Personal L3,Offer1,Agent,637.063458,Sports Car,Medsize,February
AA56476,Arizona,5595.389905,Yes,Basic,High School or Below,2011-02-05,Employed,F,74454,Suburban,Single,71,,29,,3,Corporate Auto,Corporate L2,Offer2,Call Center,340.8,Four-Door Car,Medsize,February
IL19217,California,3939.00637,Yes,Extended,Bachelor,2011-01-28,Employed,F,60021,Suburban,Married,99,12.0,28,0.0,1,Personal Auto,Personal L2,Offer2,Agent,882.871945,Four-Door Car,Small,January
OY32548,Washington,5096.700181,No,Basic,College,2011-01-07,Employed,F,27940,Rural,Married,65,21.0,3,1.0,4,Personal Auto,Personal L3,Offer2,Agent,27.66775,Two-Door Car,Medsize,January
RC72799,Oregon,2839.808041,No,Basic,College,2011-02-16,Employed,F,33252,Suburban,Married,71,20.0,4,0.0,1,Personal Auto,Personal L2,Offer2,Agent,407.668083,Four-Door Car,Medsize,February
KO73340,Oregon,2640.316068,No,Basic,College,2011-01-02,Employed,M,77299,Rural,Married,66,11.0,71,0.0,1,Personal Auto,Personal L1,Offer2,Branch,151.872106,Four-Door Car,Medsize,January
NP23146,Arizona,5365.93282,No,Basic,College,2011-02-22,Employed,F,62808,Urban,Married,66,33.0,37,0.0,4,Special Auto,Special L2,Offer3,Branch,211.515893,,,February
QN44699,Oregon,4655.209814,No,Premium,Bachelor,2011-01-04,Employed,F,30383,Suburban,Divorced,119,32.0,25,0.0,1,Personal Auto,Personal L2,Offer4,Branch,803.686321,Two-Door Car,Small,January
XI41052,,5457.259678,,Extended,Bachelor,2011-01-09,Employed,F,50044,Suburban,Single,139,16.0,14,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,667.2,SUV,Medsize,January
YR75102,Arizona,35900.07644,No,Basic,College,2011-02-08,Employed,M,25285,Suburban,Married,114,12.0,84,0.0,2,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Medsize,February
UI19516,California,16909.92767,No,Extended,College,2011-02-22,Employed,M,65620,Urban,Divorced,213,16.0,0,0.0,4,Corporate Auto,Corporate L2,Offer3,Agent,766.322388,Luxury Car,Medsize,February
AZ50087,California,6807.271588,No,Extended,Bachelor,2011-02-21,Employed,M,32787,Suburban,Married,86,3.0,86,0.0,7,Personal Auto,Personal L2,Offer2,Branch,568.58486,Two-Door Car,Large,February
ZW79814,California,6689.022728,Yes,Extended,High School or Below,2011-02-13,Employed,M,56980,Suburban,Married,84,,70,,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,February
FG16766,California,6837.932624,No,Premium,Bachelor,2011-01-24,Employed,F,51859,Suburban,Married,171,0.0,21,0.0,1,Personal Auto,Personal L2,Offer4,Branch,1003.160633,SUV,Medsize,January
NT43594,Nevada,2248.449633,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,January
NM62724,Washington,2179.425137,No,Basic,High School or Below,2011-02-09,Unemployed,M,0,Suburban,Single,63,23.0,90,0.0,1,Personal Auto,Personal L3,Offer3,Branch,544.362598,Two-Door Car,Medsize,February
FW43809,,8007.399376,,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,January
BI76326,California,12275.34309,No,Premium,College,2011-01-08,Employed,F,52135,Urban,Single,156,6.0,86,0.0,9,Personal Auto,Personal L3,Offer2,Call Center,430.505942,SUV,Small,January
CB59349,California,16261.5855,No,Extended,Master,2011-01-20,Employed,M,60646,Suburban,Married,134,31.0,42,0.0,2,Personal Auto,Personal L3,Offer2,Agent,643.2,SUV,Medsize,January
AY59197,,9521.222806,,Extended,College,2011-01-24,Employed,M,27769,Rural,Married,121,24.0,78,0.0,6,Special Auto,Special L3,Offer4,Agent,123.15416,SUV,Small,January
MT91823,Arizona,13438.04189,No,Basic,College,2011-01-21,Employed,F,69693,Suburban,Married,112,34.0,62,1.0,2,Special Auto,Special L2,Offer1,Branch,537.6,Sports Car,Small,January
AR59416,Oregon,29037.47753,No,Basic,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Married,113,0.0,16,0.0,2,Personal Auto,Personal L3,Offer4,Web,542.4,SUV,Medsize,February
DJ87316,Oregon,10209.9339,No,Extended,High School or Below,2011-01-24,Employed,M,43736,Suburban,Married,128,0.0,88,0.0,3,Personal Auto,Personal L1,Offer1,Branch,614.4,SUV,Medsize,January
NI46290,Oregon,4860.910322,No,Basic,College,2011-01-31,Employed,F,39429,Rural,Divorced,62,12.0,6,0.0,9,Corporate Auto,Corporate L3,Offer1,Call Center,102.466444,Four-Door Car,Medsize,January
QH56750,Arizona,20700.8645,No,Basic,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Single,64,9.0,17,0.0,2,Personal Auto,Personal L1,Offer2,Agent,460.8,Four-Door Car,Medsize,February
DQ31994,Nevada,8663.497618,No,Extended,College,2011-02-19,Unemployed,F,0,Suburban,Single,83,18.0,90,1.0,2,Corporate Auto,Corporate L2,Offer2,Agent,398.4,Four-Door Car,Medsize,February
JA12995,Oregon,2325.259483,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Married,63,6.0,75,0.0,1,Personal Auto,Personal L3,Offer3,Agent,302.4,Four-Door Car,Medsize,February
GX22027,California,4762.557323,No,Basic,Bachelor,2011-02-04,Medical Leave,F,16656,Suburban,Married,63,11.0,53,1.0,9,Personal Auto,Personal L2,Offer1,Branch,302.4,Two-Door Car,Medsize,February
BQ20851,California,8295.977271,No,Basic,Master,2011-02-23,Employed,M,73556,Urban,Divorced,104,31.0,4,0.0,9,Personal Auto,Personal L3,Offer1,Agent,497.684017,SUV,Medsize,February
BT49333,Arizona,4260.765808,No,Basic,High School or Below,2011-01-30,Employed,M,47746,Rural,Married,106,9.0,4,0.0,1,Personal Auto,Personal L2,Offer2,Agent,246.696768,SUV,Medsize,January
NN68193,Washington,5391.078171,No,Extended,College,2011-02-20,Employed,M,21440,Suburban,Married,135,7.0,19,0.0,1,Personal Auto,Personal L3,Offer3,Agent,972.0,SUV,Medsize,February
AO40386,Oregon,22647.21772,No,Extended,College,2011-01-25,Retired,M,27504,Suburban,Divorced,91,26.0,45,0.0,2,Personal Auto,Personal L2,Offer2,Branch,436.8,Four-Door Car,Small,January
OT47603,Oregon,9155.239699,No,Extended,College,2011-02-04,Unemployed,M,0,Suburban,Married,127,3.0,93,0.0,3,Personal Auto,Personal L2,Offer2,Agent,804.811859,Sports Car,Medsize,February
TP87527,California,2392.13114,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Divorced,65,11.0,62,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,361.181122,Four-Door Car,Large,February
OI48267,California,6047.02516,Yes,Extended,College,2011-02-19,Employed,M,20396,Suburban,Married,76,15.0,60,1.0,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize,February
EG21289,,7764.273102,,Basic,College,2011-02-04,Employed,F,58419,Rural,Married,191,29.0,6,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,202.468807,Luxury Car,Medsize,February
PQ27923,,6333.030812,,Extended,Master,2011-01-08,Employed,M,71737,Urban,Divorced,79,7.0,79,0.0,4,Personal Auto,Personal L2,Offer3,Agent,338.79562,Two-Door Car,Medsize,January
EJ44139,Oregon,21423.63723,Yes,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Married,65,9.0,31,0.0,2,Personal Auto,Personal L1,Offer2,Agent,312.0,Two-Door Car,Medsize,January
TW53467,California,4566.377261,No,Basic,Bachelor,2011-01-12,Unemployed,M,0,Suburban,Single,66,27.0,28,0.0,3,Personal Auto,Personal L1,Offer3,Agent,475.2,Four-Door Car,Small,January
CV70978,California,7756.437921,No,Basic,Bachelor,2011-02-01,Employed,M,97592,Suburban,Divorced,65,10.0,7,0.0,2,Personal Auto,Personal L2,Offer4,Agent,312.0,Four-Door Car,Medsize,February
IW54903,California,7200.664877,Yes,Basic,College,2011-01-26,Unemployed,F,0,Suburban,Married,66,16.0,77,0.0,2,Personal Auto,Personal L1,Offer2,Agent,316.8,Four-Door Car,Medsize,January
TW64385,California,5528.212807,Yes,Basic,Bachelor,2011-01-19,Employed,M,36088,Suburban,Single,72,16.0,31,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,345.6,Four-Door Car,Medsize,January
ZF77631,California,22758.91192,No,Basic,Master,2011-01-01,Employed,M,80540,Rural,Married,63,27.0,74,0.0,2,Personal Auto,Personal L2,Offer4,Agent,65.845112,Four-Door Car,Medsize,January
DH34004,California,6191.402312,No,Basic,College,2011-02-06,Unemployed,M,0,Suburban,Married,199,4.0,29,3.0,1,Personal Auto,Personal L3,Offer2,Web,955.2,Luxury Car,Medsize,February
FN50615,Washington,8029.393076,No,Premium,High School or Below,2011-01-16,Employed,F,96869,Suburban,Single,101,25.0,97,0.0,3,Personal Auto,Personal L3,Offer2,Agent,628.498605,Four-Door Car,Medsize,January
CD76093,Nevada,7596.291531,No,Basic,College,2011-01-22,Employed,M,59847,Suburban,Married,192,28.0,62,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,921.6,Luxury Car,Medsize,January
RI24911,Arizona,7507.455372,Yes,Basic,College,2011-02-06,Employed,M,60920,Urban,Single,64,10.0,61,0.0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,February
YI92916,Nevada,4678.423394,No,Premium,Master,2011-01-17,Employed,M,83102,Urban,Married,116,15.0,35,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,443.670399,Four-Door Car,Small,January
